State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
NJ,34,14940,Shore Regional School District,"19,375",937,34
NJ,34,14970,Shrewsbury Borough School District,"4,187",500,12
NJ,34,15000,Somerdale Borough School District,"5,581",515,77
NJ,34,15030,Somers Point City School District,"10,511",800,146
NJ,34,00009,Somerset Hills Regional School District,"11,425","2,164",82
NJ,34,15090,Somerville Borough School District,"12,400","1,568",131
NJ,34,15120,South Amboy City School District,"9,392","1,346",161
NJ,34,15180,South Bound Brook Borough School District,"4,884",619,60
NJ,34,15210,South Brunswick Township School District,"46,948","8,752",352
NJ,34,15240,South Hackensack Township School District,"2,693",408,66
NJ,34,15270,South Harrison Township School District,"3,443",364,18
NJ,34,00769,South Hunterdon Regional School District,"7,688",834,47
NJ,34,15330,South Orange-Maplewood School District,"43,439","7,845",313
NJ,34,15360,South Plainfield Borough School District,"24,289","3,896",233
NJ,34,15390,South River Borough School District,"16,085","2,535",276
NJ,34,15420,Southampton Township School District,"10,412",725,56
NJ,34,15480,Southern Regional School District,"37,219","2,709",127
NJ,34,15510,Sparta Township School District,"19,853","3,648",102
NJ,34,15540,Spotswood Borough School District,"10,596","1,462",77
NJ,34,15570,Spring Lake Borough School District,"2,791",301,9
NJ,34,15600,Spring Lake Heights Borough School District,"4,894",582,26
NJ,34,15630,Springfield Township School District,"17,013","2,545",117
NJ,34,15660,Springfield Township School District,"3,275",263,23
NJ,34,15690,Stafford Township School District,"29,448","2,443",134
NJ,34,15720,Stanhope Borough School District,"3,571",307,22
NJ,34,02880,Sterling High School School District,"16,945",853,86
NJ,34,15750,Stillwater Township School District,"4,056",285,15
NJ,34,15810,Stone Harbor Borough School District,799,70,3
NJ,34,15840,Stow Creek Township School District,"1,288",128,12
NJ,34,15870,Stratford Borough School District,"7,000",737,83
NJ,34,15900,Summit City School District,"22,501","4,705",187
NJ,34,15960,Sussex-Wantage Regional School District,"13,001","1,272",119
NJ,34,15990,Swedesboro-Woolwich School District,"15,506","1,876",68
NJ,34,16020,Tabernacle Township School District,"6,838",740,35
NJ,34,16080,Teaneck Township School District,"41,128","6,915",380
NJ,34,16110,Tenafly Borough School District,"15,365","3,779",165
NJ,34,16170,Tewksbury Township School District,"5,908",618,15
NJ,34,00004,The Chathams School District,"20,269","4,205",55
NJ,34,16200,Tinton Falls Borough School District,"20,272","1,667",61
NJ,34,16230,Toms River Regional School District,"115,334","19,152","1,989"
NJ,34,16260,Totowa Borough School District,"10,850","1,046",95
NJ,34,16290,Trenton City School District,"89,310","16,151","4,727"
NJ,34,16320,Tuckerton Borough School District,"3,681",236,40
NJ,34,16350,Union Beach Borough School District,"5,727",859,56
NJ,34,16380,Union City School District,"66,556","10,731","2,608"
NJ,34,16440,Union Township School District,"6,549",475,12
NJ,34,16500,Union Township School District,"59,154","8,215",652
NJ,34,16530,Upper Deerfield Township School District,"7,506",937,168
NJ,34,16560,Upper Freehold Regional School District,"9,014","1,643",36
NJ,34,16590,Upper Pittsgrove Township School District,"3,447",498,24
NJ,34,16620,Upper Saddle River Borough School District,"8,329","1,184",35
NJ,34,16650,Upper Township School District,"12,588","2,133",98
NJ,34,16680,Ventnor City School District,"9,247",987,153
NJ,34,16710,Vernon Township School District,"22,648","3,383",197
NJ,34,16740,Verona Borough School District,"14,331","2,438",56
NJ,34,16800,Vineland City School District,"59,678","10,856","1,832"
NJ,34,16830,Voorhees Township School District,"31,153","3,223",217
NJ,34,16860,Waldwick Borough School District,"10,029","1,745",57
NJ,34,16890,Wall Township School District,"26,545","3,993",123
NJ,34,16920,Wallington Borough School District,"11,834","1,435",161
NJ,34,16870,Wallkill Valley Regional School District,"18,800",780,60
NJ,34,16950,Wanaque Borough School District,"11,095",973,65
NJ,34,16970,Warren Hills Regional School District,"24,830","1,646",111
NJ,34,16980,Warren Township School District,"15,993","1,914",44
NJ,34,17010,Washington Borough School District,"7,385",569,64
NJ,34,17040,Washington Township School District,699,75,10
NJ,34,17070,Washington Township School District,"49,371","8,289",483
NJ,34,17130,Washington Township School District,"18,264","2,143",46
NJ,34,17160,Washington Township School District,"6,569",503,27
NJ,34,17190,Watchung Borough School District,"6,477",681,25
NJ,34,17220,Watchung Hills Regional School District,"31,131","1,726",37
NJ,34,17250,Waterford Township School District,"10,449","1,538",166
NJ,34,17280,Wayne Township School District,"53,773","8,691",386
NJ,34,17310,Weehawken Township School District,"16,687","1,936",201
NJ,34,17340,Wenonah Borough School District,"2,316",210,4
NJ,34,17400,West Cape May Borough School District,"1,014",32,3
NJ,34,17430,West Deptford Township School District,"22,513","3,221",217
NJ,34,17460,West Essex Regional School District,"22,728","1,893",62
NJ,34,17490,West Long Branch Borough School District,"8,593",799,55
NJ,34,17520,West Milford Township School District,"24,377","3,468",140
NJ,34,17550,West Morris Regional School District,"38,729","2,503",41
NJ,34,17580,West New York Town School District,"51,343","7,035","1,728"
NJ,34,17610,West Orange Town School District,"48,037","7,557",755
NJ,34,17670,West Wildwood Borough School District,542,43,6
NJ,34,17700,West Windsor-Plainsboro Regional School District,"53,046","9,876",271
NJ,34,17730,Westampton Township School District,"9,205","1,036",77
NJ,34,17760,Westfield Town School District,"30,734","6,775",112
NJ,34,17790,Westville Borough School District,"4,325",347,53
NJ,34,17820,Westwood Regional School District,"20,508","3,086",111
NJ,34,17850,Weymouth Township School District,"2,625",273,22
NJ,34,17880,Wharton Borough School District,"7,267",691,69
NJ,34,17910,White Township School District,"4,660",445,25
NJ,34,17940,Wildwood City School District,"5,177",676,192
NJ,34,17970,Wildwood Crest Borough School District,"3,113",315,35
NJ,34,18000,Willingboro Township School District,"32,182","4,869",936
NJ,34,18030,Winfield Township School District,"1,409",164,12
NJ,34,18060,Winslow Township School District,"40,015","6,440","1,089"
NJ,34,18300,Wood-Ridge Borough School District,"10,108","1,532",53
NJ,34,18090,Woodbine Borough School District,"2,136",331,93
NJ,34,18120,Woodbridge Township School District,"103,430","15,524","1,202"
NJ,34,18150,Woodbury City School District,"10,105","1,650",325
NJ,34,18180,Woodbury Heights Borough School District,"3,142",252,11
NJ,34,18210,Woodcliff Lake Borough School District,"6,111",769,21
NJ,34,17640,Woodland Park Borough School District,"13,187","1,278",149
NJ,34,18240,Woodland Township School District,"1,558",108,10
NJ,34,18270,Woodlynne Borough School District,"2,910",616,215
NJ,34,18330,Woodstown-Pilesgrove Regional School District,"7,895","1,379",96
NJ,34,18360,Wyckoff Township School District,"16,538","2,213",40
NM,35,00030,Alamogordo Public Schools,"44,950","6,374","1,429"
NM,35,00060,Albuquerque Public Schools,"677,873","104,074","16,742"
NM,35,00090,Animas Public Schools,886,125,53
NM,35,00120,Artesia Public Schools,"18,976","3,838",613
NM,35,00150,Aztec Municipal Schools,"16,453","2,913",776
NM,35,00180,Belen Consolidated Schools,"29,106","4,934","1,502"
NM,35,00210,Bernalillo Public Schools,"26,088","3,717",792
NM,35,00240,Bloomfield Municipal Schools,"15,811","3,113","1,039"
NM,35,00270,Capitan Municipal Schools,"4,662",550,126
NM,35,00300,Carlsbad Municipal Schools,"39,660","7,475","1,196"
NM,35,00330,Carrizozo Municipal Schools,"1,515",189,55
NM,35,00390,Central Consolidated Schools,"29,216","5,769","1,910"
NM,35,00420,Chama Valley Independent Schools,"2,802",400,88
NM,35,00480,Cimarron Public Schools,"3,279",382,80
NM,35,00510,Clayton Public Schools,"3,456",511,138
NM,35,00540,Cloudcroft Municipal Schools,"3,386",418,127
NM,35,00570,Clovis Municipal Schools,"44,547","8,236","1,834"
NM,35,00600,Cobre Consolidated Schools,"7,419","1,110",315
NM,35,00630,Corona Municipal Schools,414,49,18
NM,35,00660,Cuba Independent Schools,"4,024",675,289
NM,35,00690,Deming Public Schools,"25,749","4,882","1,683"
NM,35,00720,Des Moines Municipal Schools,508,96,21
NM,35,00750,Dexter Consolidated Schools,"4,236",698,133
NM,35,00790,Dora Consolidated Schools,583,119,31
NM,35,00810,Dulce Independent Schools,"3,718",918,283
NM,35,00840,Elida Municipal Schools,381,78,13
NM,35,00900,Española Municipal Schools,"36,799","6,075","1,282"
NM,35,00930,Estancia Municipal Schools,"4,302",675,187
NM,35,00960,Eunice Municipal Schools,"3,269",693,217
NM,35,00990,Farmington Municipal Schools,"58,938","11,648","2,759"
NM,35,01020,Floyd Municipal Schools,452,88,17
NM,35,01050,Fort Sumner Municipal Schools,"1,693",310,84
NM,35,01080,Gadsden Independent Schools,"67,669","14,177","5,808"
NM,35,01110,Gallup-McKinley County Schools,"62,687","13,410","5,411"
NM,35,01140,Grady Municipal Schools,291,44,10
NM,35,01170,Grants-Cibola County Schools,"26,720","4,830","1,612"
NM,35,01200,Hagerman Municipal Schools,"1,961",406,92
NM,35,01230,Hatch Valley Municipal Schools,"5,001","1,151",478
NM,35,01260,Hobbs Municipal Schools,"49,878","10,747","2,313"
NM,35,01290,Hondo Valley Public Schools,902,147,29
NM,35,01320,House Municipal Schools,261,35,7
NM,35,01350,Jal Public Schools,"2,245",485,158
NM,35,01380,Jemez Mountain Public Schools,"1,383",208,49
NM,35,01410,Jemez Valley Public Schools,"5,220",780,155
NM,35,01470,Lake Arthur Municipal Schools,658,131,20
NM,35,01500,Las Cruces Public Schools,"162,250","26,422","6,988"
NM,35,01530,Las Vegas City Public Schools,"12,535","1,541",413
NM,35,01590,Logan Municipal Schools,"1,178",141,41
NM,35,01620,Lordsburg Municipal Schools,"3,117",558,192
NM,35,01650,Los Alamos Public Schools,"19,187","3,110",82
NM,35,01680,Los Lunas Public Schools,"51,137","9,165","1,799"
NM,35,01710,Loving Municipal Schools,"1,925",437,108
NM,35,01740,Lovington Public Schools,"15,883","3,635",740
NM,35,01770,Magdalena Municipal Schools,"2,717",507,226
NM,35,01800,Maxwell Municipal Schools,386,65,17
NM,35,01830,Melrose Public Schools,"1,068",191,44
NM,35,01980,Mesa Vista Consolidated Schools,"2,762",332,110
NM,35,01860,Mora Independent Schools,"3,504",442,124
NM,35,01890,Moriarty Municipal Schools,"22,929","3,629",672
NM,35,01920,Mosquero Municipal Schools,217,16,5
NM,35,01950,Mountainair Public Schools,"1,805",247,72
NM,35,02010,Pecos Independent Schools,"4,699",549,147
NM,35,02040,Peñasco Independent Schools,"2,973",425,110
NM,35,02070,Pojoaque Valley Public Schools,"9,785","1,543",224
NM,35,02100,Portales Municipal Schools,"17,286","3,012",692
NM,35,02130,Quemado Independent Schools,"2,197",199,67
NM,35,02160,Questa Independent Schools,"3,923",490,137
NM,35,02190,Raton Public Schools,"6,963",923,238
NM,35,02220,Reserve Independent Schools,"1,857",191,59
NM,35,00010,Rio Rancho Public Schools,"109,413","19,842","1,867"
NM,35,02250,Roswell Independent Schools,"56,850","10,844","2,495"
NM,35,02280,Roy Municipal Schools,366,43,16
NM,35,02310,Ruidoso Municipal Schools,"13,040","1,830",441
NM,35,02340,San Jon Municipal Schools,404,65,16
NM,35,02370,Santa Fe Public Schools,"128,785","15,269","2,415"
NM,35,02400,Santa Rosa Consolidated Schools,"4,212",612,174
NM,35,02430,Silver City Consolidated Schools,"20,267","2,788",684
NM,35,02460,Socorro Consolidated Schools,"11,166","1,644",462
NM,35,02490,Springer Municipal Schools,"1,634",171,43
NM,35,02520,Taos Municipal Schools,"26,936","3,342",819
NM,35,02550,Tatum Municipal Schools,"1,184",244,90
NM,35,02580,Texico Municipal Schools,"1,963",425,78
NM,35,02610,Truth or Consequences Schools,"11,436","1,420",418
NM,35,02640,Tucumcari Public Schools,"6,664","1,065",322
NM,35,02670,Tularosa Municipal Schools,"8,904","1,683",629
NM,35,00001,Vaughn Municipal Schools,503,88,27
NM,35,02730,Wagon Mound Public Schools,509,54,22
NM,35,01560,West Las Vegas Public Schools,"9,652","1,168",379
NM,35,02800,Zuni Public Schools,"7,146","1,435",595
NY,36,02370,Addison Central School District,"6,672","1,254",233
NY,36,05040,Adirondack Central School District,"8,510","1,291",208
NY,36,02400,Afton Central School District,"3,643",544,85
NY,36,02430,Akron Central School District,"9,237","1,388",117
NY,36,02460,Albany City School District,"99,527","11,537","3,277"
NY,36,02520,Albion Central School District,"13,696","1,809",379
NY,36,02550,Alden Central School District,"12,822","1,767",120
NY,36,02580,Alexander Central School District,"5,014",823,65
NY,36,02670,Alexandria Central School District,"3,604",539,50
NY,36,02700,Alfred-Almond Central School District,"7,184",585,71
NY,36,00015,Allegany-Limestone Central School District,"8,801","1,189",163
NY,36,02820,Altmar-Parish-Williamstown Central School District,"7,238","1,217",192
NY,36,02880,Amagansett Union Free School District,"2,231",298,13
NY,36,02920,Amherst Central School District,"24,176","3,481",356
NY,36,02940,Amityville Union Free School District,"27,410","3,609",411
NY,36,02970,Amsterdam City School District,"25,340","3,995",871
NY,36,03000,Andes Central School District,"1,037",65,14
NY,36,03030,Andover Central School District,"1,985",293,60
NY,36,03180,Ardsley Union Free School District,"11,160","2,285",64
NY,36,03210,Argyle Central School District,"3,804",478,59
NY,36,03240,Arkport Central School District,"2,843",406,52
NY,36,03270,Arlington Central School District,"57,441","8,502",474
NY,36,03420,Attica Central School District,"11,389","1,376",156
NY,36,16170,AuSable Valley Central School District,"8,931","1,169",146
NY,36,03480,Auburn City School District,"32,099","4,289",933
NY,36,00016,Averill Park Central School District,"18,341","2,799",148
NY,36,03630,Avoca Central School District,"3,302",534,65
NY,36,03660,Avon Central School District,"6,949",939,98
NY,36,03720,Babylon Union Free School District,"11,886","1,737",60
NY,36,03810,Bainbridge-Guilford Central School District,"5,108",798,142
NY,36,03840,Baldwin Union Free School District,"34,107","5,313",363
NY,36,03870,Baldwinsville Central School District,"37,160","6,024",491
NY,36,03930,Ballston Spa Central School District,"31,463","4,202",362
NY,36,03960,Barker Central School District,"4,719",789,102
NY,36,03990,Batavia City School District,"18,368","2,531",346
NY,36,04050,Bath Central School District,"10,396","1,485",253
NY,36,04080,Bay Shore Union Free School District,"35,326","5,881",471
NY,36,04110,Bayport-Blue Point Union Free School District,"13,832","2,125",60
NY,36,04140,Beacon City School District,"27,646","2,895",217
NY,36,04200,Beaver River Central School District,"5,637",966,120
